altersklasse_covid19,geoRegion,datum,entries,timeframe_all,sumTotal,freq,prct,pop,inz_entries,inzsumTotal,type,type_variant,version,datum_unit,datum_dboardformated,entries_diff_abs,entries_diff_inz,entries_diff_pct,prct_diff
80+,BE,202201,201,TRUE,6743,0.012,1.2,63650,315.79,10593.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,66,103.69,48.9,-0.30000000000000004
80+,BL,202201,33,TRUE,1831,0.008,0.8,20175,163.57,9075.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-17,-84.26,-34,-0.9999999999999998
80+,BS,202201,40,TRUE,1252,0.012,1.2,13129,304.67,9536.14,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,24,182.8,150,0.19999999999999996
80+,FL,202201,0,TRUE,192,0,0,1609,0,11932.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-3,-186.45,-100,-1
80+,FR,202201,93,TRUE,2319,0.01,1,13531,687.31,17138.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,18,133.03,24,-0.30000000000000004
80+,GE,202201,208,TRUE,4910,0.012,1.2,26509,784.64,18522.01,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,16,60.36,8.3,-0.5000000000000002
80+,GL,202201,4,TRUE,284,0.007,0.7000000000000001,2322,172.27,12230.84,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,3,129.2,300,0.4000000000000001
80+,GR,202201,50,TRUE,1320,0.007,0.7000000000000001,12271,407.46,10757.07,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,13,105.94,35.1,-0.29999999999999993
80+,JU,202201,36,TRUE,934,0.013,1.3,4459,807.36,20946.4,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,3,67.28,9.1,-0.5999999999999999
80+,LU,202201,73,TRUE,2477,0.01,1,22055,330.99,11231.01,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,6,27.2,9,-0.40000000000000013
80+,NE,202201,95,TRUE,1732,0.02,2,10363,916.72,16713.31,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,39,376.34,69.6,-0.10000000000000009
80+,NW,202201,4,TRUE,238,0.005,0.5,2365,169.13,10063.42,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-3,-126.85,-42.9,-1
80+,OW,202201,1,TRUE,278,0.002,0.2,1994,50.15,13941.83,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-4,-200.6,-80,-0.8999999999999999
80+,SG,202201,61,TRUE,3956,0.009,0.8999999999999999,26720,228.29,14805.39,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,9,33.68,17.3,-0.40000000000000013
80+,SH,202201,8,TRUE,419,0.006,0.6,5401,148.12,7757.82,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-7,-129.61,-46.7,-1.1999999999999997
80+,SO,202201,34,TRUE,1532,0.009,0.8999999999999999,15637,217.43,9797.28,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,3,19.18,9.7,-0.19999999999999996
80+,SZ,202201,22,TRUE,1396,0.009,0.8999999999999999,7945,276.9,17570.8,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-10,-125.87,-31.2,-1.1
80+,TG,202201,47,TRUE,1759,0.013,1.3,13791,340.8,12754.7,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,10,72.51,27,-0.10000000000000009
80+,TI,202201,188,TRUE,3812,0.017,1.7000000000000002,26276,715.48,14507.54,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,34,129.39,22.1,0.10000000000000009
80+,UR,202201,7,TRUE,315,0.012,1.2,2127,329.1,14809.59,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,2,94.03,40,0
80+,VD,202201,304,TRUE,6875,0.013,1.3,39500,769.62,17405.06,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,78,197.47,34.5,-0.30000000000000004
80+,VS,202201,121,TRUE,2994,0.01,1,18921,639.5,15823.69,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,40,211.4,49.4,-0.09999999999999987
80+,ZG,202201,20,TRUE,748,0.009,0.8999999999999999,6309,317.01,11856.08,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,10,158.51,100,0.09999999999999987
80+,ZH,202201,185,TRUE,8431,0.007,0.7000000000000001,79000,234.18,10672.15,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,4,5.07,2.2,-0.3999999999999998
Unbekannt,AG,202201,4,TRUE,16,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,2,NA,100,0
Unbekannt,AI,202201,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,AR,202201,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,BE,202201,4,TRUE,46,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,0,0
Unbekannt,BL,202201,0,TRUE,4,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,BS,202201,0,TRUE,7,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,FL,202201,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,FR,202201,0,TRUE,9,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-1,NA,-100,0
Unbekannt,GE,202201,7,TRUE,36,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,4,NA,133.3,0
Unbekannt,GL,202201,0,TRUE,1,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,GR,202201,3,TRUE,5,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,2,NA,200,0
Unbekannt,JU,202201,0,TRUE,2,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,LU,202201,2,TRUE,17,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,2,NA,NA,0
Unbekannt,NE,202201,1,TRUE,4,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,1,NA,NA,0
Unbekannt,NW,202201,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,OW,202201,0,TRUE,3,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-1,NA,-100,-0.2
Unbekannt,SG,202201,3,TRUE,13,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,3,NA,NA,0
Unbekannt,SH,202201,1,TRUE,1,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,1,NA,NA,0.1
Unbekannt,SO,202201,2,TRUE,7,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,2,NA,NA,0.1
Unbekannt,SZ,202201,0,TRUE,10,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,-2,NA,-100,-0.1
Unbekannt,TG,202201,5,TRUE,19,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,5,NA,NA,0.1
Unbekannt,TI,202201,16,TRUE,39,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,3,NA,23.1,0
Unbekannt,UR,202201,0,TRUE,2,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,VD,202201,14,TRUE,54,0.001,0.1,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,10,NA,250,0.1
Unbekannt,VS,202201,0,TRUE,0,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,ZG,202201,0,TRUE,1,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,0,NA,NA,0
Unbekannt,ZH,202201,8,TRUE,76,0,0,NA,NA,NA,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-01,3,NA,60,0
0 - 9,AG,202202,897,TRUE,7432,0.085,8.5,73435,1221.49,10120.51,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,408,555.59,83.4,3.4000000000000004
0 - 9,AI,202202,2,TRUE,123,0.007,0.7000000000000001,1751,114.22,7024.56,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,2,114.22,NA,0.7000000000000001
0 - 9,AR,202202,77,TRUE,689,0.104,10.4,6002,1282.91,11479.51,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,44,733.09,133.3,4.500000000000001
0 - 9,BE,202202,1481,TRUE,11094,0.08,8,101906,1453.3,10886.5,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,695,682,88.4,3.3
0 - 9,BL,202202,608,TRUE,4400,0.124,12.4,27883,2180.54,15780.22,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,191,685.01,45.8,2.5999999999999996
0 - 9,BS,202202,598,TRUE,3612,0.158,15.8,18510,3230.69,19513.78,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,330,1782.82,123.1,7.5
0 - 9,FL,202202,51,TRUE,536,0.091,9.1,3784,1347.78,14164.9,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,24,634.25,88.9,3.6999999999999993
0 - 9,FR,202202,597,TRUE,3768,0.065,6.5,36132,1652.27,10428.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,182,503.7,43.9,2.2
0 - 9,GE,202202,1515,TRUE,8932,0.088,8.799999999999999,53474,2833.15,16703.44,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,642,1200.58,73.5,3.6999999999999993
0 - 9,GL,202202,44,TRUE,504,0.067,6.7,4062,1083.21,12407.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,11,270.8,33.3,0.8000000000000007
0 - 9,GR,202202,507,TRUE,3010,0.098,9.8,17618,2877.74,17084.8,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,217,1231.7,74.8,5.7
0 - 9,JU,202202,178,TRUE,1182,0.088,8.799999999999999,7306,2436.35,16178.48,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,30,410.62,20.3,3.299999999999999
0 - 9,LU,202202,918,TRUE,4649,0.107,10.7,43735,2099.01,10629.93,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,503,1150.11,121.2,4.899999999999999
0 - 9,NE,202202,395,TRUE,2212,0.079,7.9,17264,2288,12812.79,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,206,1193.24,109,3.8
0 - 9,NW,202202,73,TRUE,633,0.104,10.4,3914,1865.1,16172.71,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,28,715.38,62.2,4.4
0 - 9,OW,202202,35,TRUE,501,0.058,5.800000000000001,3825,915.03,13098.04,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,14,366.01,66.7,2.100000000000001
0 - 9,SG,202202,538,TRUE,5089,0.072,7.199999999999999,54040,995.56,9417.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,284,525.54,111.8,3.4999999999999996
0 - 9,SH,202202,126,TRUE,1085,0.094,9.4,8050,1565.22,13478.26,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,54,670.81,75,3.9000000000000004
0 - 9,SO,202202,480,TRUE,3503,0.104,10.4,27596,1739.38,12693.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,278,1007.39,137.6,5.2
0 - 9,SZ,202202,220,TRUE,1983,0.079,7.9,16038,1371.74,12364.38,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,133,829.28,152.9,4.4
0 - 9,TG,202202,447,TRUE,3768,0.098,9.8,30136,1483.28,12503.32,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,256,849.49,134,4.6000000000000005
0 - 9,TI,202202,704,TRUE,3523,0.075,7.5,28476,2472.26,12371.82,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,140,491.64,24.8,2.3
0 - 9,UR,202202,55,TRUE,548,0.073,7.3,3614,1521.86,15163.25,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,23,636.41,71.9,2
0 - 9,VD,202202,1780,TRUE,9699,0.075,7.5,87915,2024.68,11032.25,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,918,1044.19,106.5,3.9000000000000004
0 - 9,VS,202202,776,TRUE,4329,0.072,7.199999999999999,33780,2297.22,12815.28,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,253,748.97,48.4,2.8999999999999995
0 - 9,ZG,202202,287,TRUE,1426,0.106,10.6,13311,2156.11,10712.94,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,177,1329.73,160.9,5.699999999999999
0 - 9,ZH,202202,4020,TRUE,22421,0.136,13.600000000000001,164131,2449.26,13660.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,1799,1096.07,81,5.700000000000001
10 - 19,AG,202202,1751,TRUE,16536,0.167,16.7,69526,2518.48,23783.91,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,342,491.9,24.3,1.9000000000000004
10 - 19,AI,202202,45,TRUE,565,0.168,16.8,1666,2701.08,33913.57,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-1,-60.02,-2.2,-2.6999999999999993
10 - 19,AR,202202,146,TRUE,1734,0.197,19.7,5311,2749.01,32649.22,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,61,1148.56,71.8,4.5
10 - 19,BE,202202,3014,TRUE,25393,0.163,16.3,97838,3080.6,25954.13,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,453,463.01,17.7,0.8000000000000007
10 - 19,BL,202202,861,TRUE,7567,0.176,17.599999999999998,28384,3033.4,26659.39,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,82,288.9,10.5,-0.8000000000000007
10 - 19,BS,202202,559,TRUE,4694,0.147,14.7,15827,3531.94,29658.18,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,92,581.29,19.7,0.3000000000000007
10 - 19,FL,202202,129,TRUE,1099,0.231,23.1,3877,3327.31,28346.66,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,34,876.96,35.8,4.100000000000001
10 - 19,FR,202202,1484,TRUE,10585,0.162,16.2,36160,4103.98,29272.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-54,-149.34,-3.5,0.09999999999999787
10 - 19,GE,202202,2560,TRUE,17877,0.149,14.899999999999999,53904,4749.18,33164.51,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,474,879.34,22.7,2.6999999999999993
10 - 19,GL,202202,130,TRUE,1269,0.198,19.8,3827,3396.92,33159.13,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,39,1019.08,42.9,3.6000000000000014
10 - 19,GR,202202,769,TRUE,6225,0.149,14.899999999999999,17630,4361.88,35309.13,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-185,-1049.35,-19.4,1.4999999999999982
10 - 19,JU,202202,354,TRUE,2871,0.174,17.4,7854,4507.26,36554.62,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-94,-1196.84,-21,0.6999999999999993
10 - 19,LU,202202,1674,TRUE,11395,0.196,19.6,41479,4035.78,27471.73,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,509,1227.13,43.7,3.3000000000000007
10 - 19,NE,202202,785,TRUE,5332,0.158,15.8,19083,4113.61,27941.1,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,50,262.01,6.8,0
10 - 19,NW,202202,116,TRUE,1291,0.165,16.5,3946,2939.69,32716.68,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,15,380.14,14.9,3
10 - 19,OW,202202,77,TRUE,1250,0.127,12.7,3787,2033.27,33007.66,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,14,369.68,22.2,1.5999999999999996
10 - 19,SG,202202,1416,TRUE,15657,0.19,19,52232,2710.98,29975.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,182,348.44,14.7,1.1000000000000014
10 - 19,SH,202202,289,TRUE,2496,0.216,21.6,7781,3714.18,32078.14,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,19,244.19,7,1.1000000000000014
10 - 19,SO,202202,845,TRUE,6768,0.183,18.3,26026,3246.75,26004.76,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,294,1129.64,53.4,4.200000000000003
10 - 19,SZ,202202,446,TRUE,4852,0.16,16,15362,2903.27,31584.43,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,93,605.39,26.3,1.8000000000000007
10 - 19,TG,202202,907,TRUE,8399,0.199,19.900000000000002,27865,3254.98,30141.75,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,296,1062.27,48.4,3.3000000000000007
10 - 19,TI,202202,1666,TRUE,9701,0.177,17.7,33880,4917.36,28633.41,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-47,-138.72,-2.7,1.799999999999999
10 - 19,UR,202202,166,TRUE,1344,0.22,22,3752,4424.31,35820.9,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,72,1918.98,76.6,6.5
10 - 19,VD,202202,3609,TRUE,25124,0.152,15.2,91874,3928.21,27346.15,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,361,392.93,11.1,1.6999999999999993
10 - 19,VS,202202,1532,TRUE,11531,0.143,14.299999999999999,34634,4423.4,33293.87,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-50,-144.37,-3.2,1.3999999999999986
10 - 19,ZG,202202,546,TRUE,3866,0.201,20.1,12888,4236.5,29996.9,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,163,1264.74,42.6,3.1999999999999993
10 - 19,ZH,202202,5177,TRUE,40097,0.176,17.599999999999998,146478,3534.32,27374.08,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,592,404.16,12.9,1.2999999999999972
20 - 29,AG,202202,2064,TRUE,20251,0.196,19.6,79778,2587.18,25384.19,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-330,-413.65,-13.8,-5.5
20 - 29,AI,202202,69,TRUE,704,0.257,25.7,2010,3432.84,35024.88,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-22,-1094.52,-24.2,-12.900000000000002
20 - 29,AR,202202,142,TRUE,1739,0.191,19.1,5879,2415.38,29579.86,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-25,-425.24,-15,-10.799999999999997
20 - 29,BE,202202,3778,TRUE,30921,0.205,20.5,115407,3273.63,26793,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-658,-570.16,-14.8,-6.300000000000001
20 - 29,BL,202202,874,TRUE,7896,0.178,17.8,30005,2912.85,26315.61,COVID19Cases,altersklasse_covid19,2023-05-09_06-03-10,isoweek,2022-02,-24,-79.98,-2.7,-3.3999999999999986
